1,-1,-1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,
4,5,5,5,5,5,5,5,-1,-1,-1,5,5,5,5,5,5,5,5,5,5,-1,-1,1,
1,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,-1,-1,4,
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,1,
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,4,
4,-1,-1,5,5,5,5,5,-1,-1,-1,5,5,-1,-1,-1,5,5,-1,-1,6,-1,-1,1,
1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,-1,4,
4,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,1,
1,-1,-1,6,6,-1,-1,5,5,5,-1,-1,-1,-1,5,5,5,5,5,5,6,-1,-1,4,
4,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,1,
1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,5,4,
4,-1,-1,6,6,5,5,-1,-1,5,-1,-1,-1,-1,5,5,5,-1,-1,-1,6,-1,-1,1,
1,-1,-1,6,6,6,6,-1,-1,6,5,5,5,5,6,6,6,5,-1,-1,6,-1,-1,4,
4,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,1,
1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,4,
4,-1,-1,6,6,-1,-1,5,5,5,5,-1,-1,-1,5,5,5,5,5,5,6,5,-1,1,
1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,4,
4,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,1,
1,-1,-1,6,6,5,5,5,5,-1,-1,-1,-1,5,5,-1,-1,-1,-1,-1,6,-1,-1,4,
4,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,
1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,4,
4,-1,-1,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,

